regime,unit_id,phase,R_final,recovery_slope,structure_value,structure_kind,structure_available,optical_source,label_method,label_confidence
mining,MINE_US_01887,degraded,,0.00056,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01888,stable_restoration,,0.01048,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01889,early_restoration,,0.0052,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01890,stable_restoration,,0.00395,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01891,early_restoration,,-0.01309,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01892,degraded,,0.00248,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01893,early_restoration,,0.00299,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01894,early_restoration,,-0.01351,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01895,degraded,,0.00024,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01896,early_restoration,,0.00539,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01897,stable_restoration,,0.00405,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01898,degraded,,-0.00044,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01899,degraded,,0.0027,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01900,early_restoration,,0.0059,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01901,stable_restoration,,-0.00609,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01902,stable_restoration,,-0.02261,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01903,stable_restoration,,-0.00891,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01904,degraded,,0.00083,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01905,early_restoration,,0.00169,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01906,early_restoration,,0.00489,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01907,early_restoration,,0.00539,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01908,degraded,,0.00064,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01909,early_restoration,,0.00248,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01910,early_restoration,,-0.0002,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01911,early_restoration,,-0.0002,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01912,stable_restoration,,-0.00038,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01913,degraded,,0.00411,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01914,stable_restoration,,0.00499,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01915,early_restoration,,0.00324,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01916,stable_restoration,,-0.01507,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01917,stable_restoration,,-0.0027,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01918,early_restoration,,-0.00494,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01919,early_restoration,,-0.00894,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01920,stable_restoration,,0.00071,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01921,stable_restoration,,0.00891,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01922,degraded,,0.00121,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01923,degraded,,0.00217,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01924,degraded,,0.0012,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01925,degraded,,-0.00373,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01926,stable_restoration,,0.00479,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01927,early_restoration,,0.00389,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01928,degraded,,0.0047,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01929,degraded,,0.00475,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01930,degraded,,0.0021,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01931,degraded,,-0.00956,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01932,degraded,,-0.00143,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01933,degraded,,0.0017,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01934,degraded,,-0.00051,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01935,degraded,,-0.00652,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01936,early_restoration,,0.00805,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01937,early_restoration,,-0.02705,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01938,stable_restoration,,0.01202,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01939,stable_restoration,,0.00279,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01940,stable_restoration,,-0.00398,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01941,degraded,,0.00464,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01942,degraded,,0.0003,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01943,early_restoration,,0.00042,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01944,early_restoration,,-0.00015,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01945,degraded,,0.00072,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01946,early_restoration,,0.00786,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01947,stable_restoration,,-0.00732,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01948,stable_restoration,,-0.00763,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01949,stable_restoration,,-0.00312,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01950,early_restoration,,-0.00081,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01951,degraded,,0.0013,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01952,stable_restoration,,0.00621,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01953,degraded,,-0.00164,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01954,stable_restoration,,0.00457,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01955,early_restoration,,0.00235,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01956,stable_restoration,,-0.0041,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01957,stable_restoration,,2e-05,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01958,degraded,,0.00085,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01959,relapse_degradation,,-0.00738,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01960,early_restoration,,0.0002,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01961,early_restoration,,0.00167,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01962,degraded,,0.00133,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01963,stable_restoration,,-0.02032,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01964,stable_restoration,,-0.01793,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01965,degraded,,0.00161,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01966,early_restoration,,-0.00568,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01967,stable_restoration,,0.00692,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01968,stable_restoration,,-0.0094,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01969,degraded,,0.00294,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01970,degraded,,0.00323,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01971,degraded,,0.00209,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01972,degraded,,0.00288,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01973,early_restoration,,0.00273,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01974,stable_restoration,,-0.0062,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01975,degraded,,-0.00135,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01976,stable_restoration,,-0.00382,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01977,degraded,,0.00101,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01978,early_restoration,,0.00322,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01979,stable_restoration,,-0.011,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01980,stable_restoration,,-0.00213,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01981,degraded,,-0.00036,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01982,early_restoration,,-0.00911,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01983,stable_restoration,,0.01857,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01984,early_restoration,,-0.01993,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01985,degraded,,0.00104,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01986,degraded,,-0.00427,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01987,stable_restoration,,0.00964,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01988,stable_restoration,,0.0027,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01989,degraded,,0.00478,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01990,stable_restoration,,0.00115,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01991,stable_restoration,,-0.00305,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01992,early_restoration,,-0.00058,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01993,degraded,,0.0016,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01994,early_restoration,,0.00295,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01995,early_restoration,,0.00329,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01996,early_restoration,,0.00478,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01997,early_restoration,,0.00362,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01998,stable_restoration,,-0.00257,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_01999,early_restoration,,0.00046,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02000,early_restoration,,0.00249,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02001,degraded,,0.00257,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02002,degraded,,-0.00419,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02003,early_restoration,,0.00445,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02004,early_restoration,,-0.00637,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02005,stable_restoration,,0.00126,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02006,early_restoration,,-0.00951,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02007,stable_restoration,,0.00107,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02008,early_restoration,,-0.00217,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02009,early_restoration,,0.00202,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02010,degraded,,0.00039,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02011,stable_restoration,,0.00328,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02012,early_restoration,,-0.00183,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02013,stable_restoration,,-0.00482,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02014,early_restoration,,-0.01755,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02015,degraded,,0.00181,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02016,degraded,,0.00078,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02017,stable_restoration,,-0.00284,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02018,stable_restoration,,0.00749,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02019,early_restoration,,-0.0282,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02020,stable_restoration,,-0.01033,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02021,early_restoration,,-0.01036,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02022,early_restoration,,0.00276,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02023,stable_restoration,,0.00558,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02024,stable_restoration,,-0.00157,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02025,degraded,,-0.00345,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02026,degraded,,0.00039,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02027,degraded,,0.00286,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02028,early_restoration,,0.0006,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02029,early_restoration,,0.00418,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02030,degraded,,0.0014,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02031,stable_restoration,,-0.00598,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02032,early_restoration,,-0.0036,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02033,early_restoration,,-0.00034,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02034,early_restoration,,-0.00388,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02035,stable_restoration,,-0.01131,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02036,degraded,,-0.00353,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02037,stable_restoration,,0.00171,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02038,stable_restoration,,0.00471,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02039,stable_restoration,,-0.00762,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02040,stable_restoration,,0.00739,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02041,stable_restoration,,-0.01352,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02042,early_restoration,,-0.00446,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02043,stable_restoration,,-0.01334,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02044,early_restoration,,0.00151,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02045,degraded,,-0.00094,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02046,degraded,,0.00327,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02047,relapse_degradation,,-0.01308,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02048,stable_restoration,,-0.01231,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02049,early_restoration,,0.00745,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02050,degraded,,0.003,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02051,degraded,,-0.00021,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02052,stable_restoration,,0.01126,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02053,degraded,,0.00306,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02054,stable_restoration,,0.00533,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02055,stable_restoration,,-0.00748,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02056,stable_restoration,,0.00388,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02057,stable_restoration,,-0.00821,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02058,degraded,,-0.00139,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02059,stable_restoration,,0.00601,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02060,degraded,,0.00325,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02061,degraded,,0.00094,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02062,stable_restoration,,0.00377,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02063,stable_restoration,,0.00095,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02064,degraded,,0.00374,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02065,stable_restoration,,-0.00048,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02066,early_restoration,,-0.00842,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02067,degraded,,0.00232,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02068,degraded,,0.00239,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02069,early_restoration,,0.00292,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02070,degraded,,0.00098,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02071,stable_restoration,,-0.00117,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02072,stable_restoration,,-0.0226,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02073,degraded,,-0.0014,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02074,stable_restoration,,-0.00441,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02075,stable_restoration,,-0.00741,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02076,early_restoration,,-0.00044,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02077,stable_restoration,,0.00457,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02078,degraded,,0.00055,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02079,stable_restoration,,-0.01337,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02080,early_restoration,,-0.01205,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02081,degraded,,0.00431,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02082,degraded,,-0.00296,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02083,early_restoration,,-0.01536,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_02084,early_restoration,,-0.00188,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
